	IL17pos_SC_EAE_1	IL17pos_SC_EAE_2	IL17neg_SC_EAE	IL17pos_SI_SS	IL17pos_SI_mock	IL17pos_SI_EAE	IL17neg_SI_EAE	IL17neg_SI_SS	IL17neg_SI_mock
4930512B01Rik	21.52709393	3.029382665	33.43569714	64.06465289	60.42420366	33.68175463	83.94222025	76.39607354	69.13523576
4930513D17Rik	0	0	0	0	2.857330895	0	0	0	0
4930513N10Rik	9.964324095	6.143064954	13.86855417	7.15617246	20.83007474	29.72348868	7.184624242	2.213114938	11.68286003
4930513O06Rik	0	0	0	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0	0	0	0
4930515G01Rik	19.13669095	42.43960894	46.03553583	56.73630724	46.67202199	70.84965115	52.0086745	35.95073421	67.82146029
4930515G16Rik	0	0	0	0	0	3.803987708	0	3.327983461	0
4930515L03Rik	0	0	0	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0	0	0	0
4930517E11Rik	0	0	0	4.23604908	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0	0	0	0
4930519D14Rik	0	0	0	1.358257814	0	0	0	0	0
4930519F09Rik	0	0	0.93188439	0	0	8.031461425	0	0	1.926864176
4930519F16Rik	0	0	0	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	14.88090007	0	0	0	0
4930519G04Rik	0	1.406092689	0	2.267977772	2.524138953	5.211146316	3.794991473	0	8.751607502
4930519H02Rik	0	0	0	0	0	0	0	0	0
4930520O04Rik	207.1859329	338.900134	340.0441458	387.6836375	362.4359118	374.1288815	210.1815026	257.1745209	201.9576359
4930520P13Rik	0	0	0	0	23.80354668	0	0	0	0
4930521E06Rik	0	0	0	8.515347005	1.895425903	0	0	0	0
4930522H14Rik	0	0	0	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0	0	0	0
4930523C07Rik	1159.688536	1351.954113	1446.796048	1503.401156	1768.997291	2443.179255	1734.870617	1475.066337	1574.261173
4930523O13Rik	0	0	0	1.188737194	1.323001439	0	0	0	0
4930524B15Rik	0	0	0	0.787636997	1.753196394	0	0	0	0
4930524C18Rik	0	0	0	0	0	0	0	0	0
4930524N10Rik	0	0	0	0	1.868613567	0	0	0	0
4930524O05Rik	0	0	0	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	1.221680408	0	0	0
4930525D18Rik	12.78846174	7.66515806	3.076413212	1.648483843	16.51207565	1.893865675	0	0	4.770841589
4930525G20Rik	5.34315375	0.480387542	6.748128344	16.53009309	14.37274747	4.154204185	5.186191895	14.01830864	13.45482744
4930525M21Rik	0	0	0	0	0	0	0	0	0
4930526I15Rik	137.5862091	69.2718836	119.1526662	127.6949692	142.117727	97.80183568	416.6586569	213.9090059	195.0451651
4930526L06Rik	0	0	0	0	0	1.737900266	0	0	0
4930527F14Rik	0	0	0	2.102153784	0	0	0	4.225722869	0
4930527G23Rik	0	0	0	0	0	0	0	0	0
4930528A17Rik	19.42978353	27.7246094	23.06874978	13.81556865	34.79830458	57.64063183	37.23133434	30.69523671	24.5511735
4930528D03Rik	0	0	0	0	18.0180196	12.87645234	1.250295011	2.503374161	1.201374153
4930528P14Rik	0	0	0	0	0	0	0	0	0
4930529C04Rik	0	0.406377114	0	0	0	0	0	0	0
4930529K09Rik	0	0	0	2.480676652	0	0	0	0	0
4930529L06Rik	0	4.831372353	0	0	0	0	0	0	0
4930529M08Rik	0	0	0	0	3.300299554	0	0	0	0
4930532M18Rik	0	0	0	0	0	0	0	0	0
4930533B01Rik	0	0	6.995925088	32.98890117	16.68858958	39.62209937	1.505457259	4.521400271	23.14484083
4930533P14Rik	0	0	0	0	0	0	0	0	0
4930538K18Rik	0	0	12.444746	19.49244459	4.567169861	10.60766253	15.44995531	10.31143812	11.87635034
4930539C22Rik	0	0	0	0	0	0	0	0	0
4930539E08Rik	0.579016117	4.997536226	2.193802717	5.038030727	7.102277207	18.13559834	7.081285569	2.363056606	8.424263599
4930539J05Rik	103.9478974	138.0281448	118.2970275	114.4094037	68.8278905	74.60084911	133.4909165	155.3948189	71.59130626
4930539M17Rik	0	0	0	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	4.937766774	0	0	0
4930540M03Rik	0	0	0	0	0	4.093899011	0	0	0
4930542C21Rik	0	0	0	0	0	0	0	0	0
4930542D17Rik	0	0	0	1.132878765	8.825837794	0	0	0	0
4930543E12Rik	0	0	0	0	0	0	0	0	0
4930544D05Rik	0	0	2.204841322	18.90328793	2.629794591	2.714637476	21.35074988	16.62462795	13.67689963
4930544G11Rik	0	0	0	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	3.648560626	0	0	0	0
4930545E07Rik	0	0	0	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0	0	0	0
4930545L23Rik	0	0	0	13.56737782	2.745413058	2.125489534	0	2.47936098	1.784775271
4930546C10Rik	0	0	0	0.664505115	2.218676832	0	0	0	0
4930546K05Rik	0	19.05654893	0.406827178	0	4.852376004	1.001784838	0	0	1.261799301
4930547E08Rik	0	0	0	2.852090346	0	65.5326533	2.863429795	0	16.5083465
4930547E14Rik	0	0	7.867548542	0	3.127970615	54.89105759	2.821704042	2.824845707	2.711297952
4930548G14Rik	0	0	0	1.302093567	0	0	0	0	0
4930548H24Rik	0	0	0	3.243828053	1.203402851	4.968908961	1.085574996	0	0
4930548J01Rik	0	0	0	0	14.0951234	0	0	0	0
4930548K13Rik	0	0	0	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	2.56306846	0	0	0	0
4930549G23Rik	181.1551753	108.8558171	62.05868031	87.79029129	97.70593731	36.67568838	90.81022009	72.1942895	115.4872688
4930550C14Rik	88.1649165	103.2398265	3.49174143	450.2959553	634.4267839	834.0235361	28.80327966	2.507421654	30.08291382
4930550L24Rik	0	0	0	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0	0	0	0
4930552P12Rik	0	0	0	0	0.688003152	2.130598884	3.723835383	0	1.192710397
4930553E22Rik	0	0	0	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0	0	0	0
4930555B11Rik	0	0	0	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0.831600905	0	0	0.751012248	0
4930556C24Rik	0	0	0	0	0	0	0	0	0
4930556G01Rik	0	0	0	1.731740603	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0	0	0	0
4930556M19Rik	0	5.535642393	0.793475549	1.700722929	0.946407202	0.976940354	0.426871182	0	1.640675201
4930556N09Rik	0	0	0	0	1.691877702	0	0	0	0
4930557A04Rik	0	0	0	0	0	0	0	0	0
4930557J02Rik	0	1.334807059	4.017938744	0	3.194894638	1.648984439	1.441037692	1.442642133	2.769307118
4930558C23Rik	0	0	0	8.408615135	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	9.09055524	0	0	0
4930558J18Rik	44.07407477	0	15.43603822	0	1.673738663	1.727737107	11.32394385	21.16156345	9.430084545
4930558K02Rik	0	17.13334434	0	13.8177392	25.6306846	0	41.61802887	0	4.443291271
4930562C15Rik	21.53564933	56.21249369	31.96127385	27.80508763	32.7395347	75.92477319	51.78552793	24.30149323	34.20951337
4930562F07Rik	2745.806495	4243.035881	4280.580886	2546.748007	3462.209411	4107.611372	2981.630946	2884.896459	2496.843031
4930563D23Rik	0	0	0	1.151908083	6.410062963	0.661686552	3.469463649	2.315551016	2.778093647
4930563E18Rik	20.55376723	6.467754747	0.927083956	0	0	0	1.994997449	0	16.2939754
4930563E22Rik	2.408693065	8.22922855	19.5560707	34.93014361	31.10031756	35.84911084	26.18486842	17.31997912	8.087246111
4930563F08Rik	0	0	0	0	3.334477413	0	6.015982599	0	2.890296264
4930563M20Rik	0	0	0	0	0	0	0	0	0
4930564B18Rik	0	0	0	0	3.952257463	0	0	0	0
4930564C03Rik	11.25211524	25.4934597	43.8506005	10.44318699	39.22665688	0	22.28000324	26.2409525	27.70478568
4930564D02Rik	0	0	0	0	0	0	0	0	0
4930565D16Rik	0	0	0	0	0	0	0	1.394640551	0
4930565N06Rik	246.6225204	188.2735412	312.2661278	276.535894	308.4805657	206.9079605	155.168028	412.1024288	335.1595204
4930567H12Rik	0	0	0	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	2.110307466	0	0	0
4930567J20Rik	0	0	0	0	0	0	0	0	0
4930567K20Rik	0	0	0	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	5.598226138	0	0	0	0
4930568E12Rik	0	0	0	0	0	2.269728901	0	0	0
4930568G15Rik	0	0	0	0	1.720697262	0	0	0	0
4930570G19Rik	0	0	0	3.698223141	0	1.888317733	1.237642226	1.239020207	0
4930571K23Rik	0	0	0	1.433331052	0	0	0	0	0
4930571O06Rik	0	0	0	0	16.43307051	0	0	0	0
4930572K03Rik	0	0	0	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	4.414539506	0	0	0	0
4930572O13Rik	0	5.561696081	0	0	0	0	0	0	0
4930573O16Rik	16.3390666	10.57678812	10.61249177	7.582215613	8.438603773	74.04223739	38.06180637	19.05209205	7.314508973
4930577N17Rik	25.03339444	17.4246216	21.8543015	36.5368878	27.10907867	78.56955303	49.85010475	22.59876565	41.57323527
4930578C19Rik	0	0	0	6.861504735	0	1.970715144	2.583294362	2.586170583	4.137027726
4930578E11Rik	0	0	0	0	0	0	0.723885757	0	0
4930578I06Rik	0	0	0	0	0	1.716029305	0	0	0
4930578M01Rik	4.39911804	1.582048058	0	0	1.893336128	0	3.415910737	1.709856993	1.641127427
4930578N18Rik	0	0	0	0	0	0	0	0	0
4930579F01Rik	0	24.52850579	0	0	0	0	0	0	0
4930579G18Rik	578.0629797	565.716996	548.9028682	831.1608148	698.1861639	942.7484443	1011.537444	676.1706137	864.9819897
4930579G24Rik	93.21483133	126.8032811	100.9076033	77.58004411	77.6210118	109.8345907	109.3585867	110.2679741	108.8595078
4930579K19Rik	71.57986224	4.982352739	11.24813581	18.75150372	16.39740846	20.00395619	40.34154998	13.46215532	16.7973381
4930581F22Rik	160.0208185	118.8795171	140.8592527	40.46952343	58.62405544	62.72937265	83.84055682	74.24922302	63.82837857
4930583K01Rik	0	0	0	1.747430212	5.834391397	0	5.263133134	0	3.371466763
4930583P06Rik	0	0	0	0	2.342777446	0	0	0	0
4930584F24Rik	0	0	0	0	0	0	0	0	0
4930590J08Rik	10.96907234	15.63827711	9.753906277	11.81664295	26.80841267	22.97406891	10.49474431	20.5560569	20.60666305
4930590L20Rik	0	0	0	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0	0	0	0
4930592A05Rik	0	0	0	0	0	1.762085757	1.539876262	0	0
4930592I03Rik	0	0	2.917449611	20.32294975	15.6588681	7.184025417	1.56951927	26.71153493	15.0810798
4930593A02Rik	0	3.059525776	0	1.644968952	9.153815927	0	0	0	0
4930593C16Rik	0	0	0	0	0	0	0	0	0
4930594C11Rik	50.68965597	188.0236841	274.3646919	196.022979	152.0909008	141.5552885	191.7417031	263.4458283	245.8325488
4930595M18Rik	0	0	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0	0	0
4930596I21Rik	352.739136	411.7589603	406.8890865	607.1294321	563.7079045	628.137605	754.351905	738.3348351	763.6665389
4930597G03Rik	0	0	0	0	0	0	0	0	0
4930598F16Rik	13.98160337	0	30.27093578	2.027570141	2.256578013	0	0	0	0
4930599N23Rik	63.47727372	35.87293972	47.44668194	57.8617829	62.44566792	60.43153199	51.05039779	79.30433316	60.8932872
4931402G19Rik	0	3.812889961	2.550507322	0.683339627	0	0	2.058169423	0.686820325	0
4931403E22Rik	135.3892237	161.1060167	265.1057637	307.2102645	473.0165864	567.8875302	475.4022177	492.1828474	438.9745621
4931403G20Rik	53.91891977	116.3446694	204.2904665	239.7875688	487.3293679	515.0290925	607.0858116	848.7707008	673.8491391
4931406B18Rik	0	0	0	3.109281365	0	0	0	0	0
4931406C07Rik	503.0869644	651.9516871	572.7746372	429.3512006	429.313967	905.5971605	356.9700979	303.4252747	346.2386427
4931406H21Rik	154.7874571	235.0616683	223.9131233	115.1836425	87.68776723	153.4649722	83.92046229	94.86736888	86.42420347
4931406P16Rik	325.1721814	315.9882225	368.8644866	523.6252254	431.6793332	468.191768	465.4281303	419.752228	468.4887584
4931408C20Rik	0	0.331313228	0	1.068793034	0.793006635	0.409295376	0	0	0
4931408D14Rik	0	0	55.68137946	42.62378114	9.48760148	58.76215265	8.558649277	8.568178414	0
4931409K22Rik	0	0	0	9.446821697	0	10.85300983	0	6.329960379	0
4931412M21	0	0	0	0	0	0	0	0	0
4931414P19Rik	8.746615224	19.98337841	17.26599724	0	0	3.428739404	5.393438945	4.199567524	4.606584374
4931417E11Rik	0	0	0	0	0	0	0	0	0
4931419H13Rik	0	0	0	0	0	0	0	0	0
4931420L22Rik	0	0	0	0	0	0	0	0	0
4931423N10Rik	0	2.33699933	2.344888246	11.7273248	3.729111548	4.811775982	3.363985927	0	0
4931428F04Rik	0	46.98722583	47.14583874	42.75261877	4.325581531	49.11647604	27.31437943	31.25118978	48.74189795
4931428L18Rik	0	1.311624853	0	0	0	0	0	0	0
4931429I11Rik	0	0	0	4.023418194	0	0	3.029560989	0	0
4931429L15Rik	0	0	1.413609605	0	2.529095534	0	8.365375901	2.284006322	2.192198197
4931429P17Rik	0	0	0	0	0	0.881042879	0	0	0
4931430N09Rik	0	0	6.647097798	16.38437681	4.756941462	4.910410725	0	0.715992748	0
4931431B13Rik	0	0	0	0	0	0	0	0	0
4931431C16Rik	4.376599703	4.197199529	2.105683924	6.205773181	11.92974826	7.777659693	10.19527581	16.44401042	4.898180323
4931431F19Rik	0	0	0	0	0	0.927607678	0	0	0
4931440F15Rik	0	0	0.439756073	0.471283102	2.098052374	3.24861015	0	1.894734628	1.363930277
4931440J10Rik	0	1.610457451	0	0	1.92733543	0	0	1.740561496	0
4931440P22Rik	7.15438419	19.29690141	18.58755955	38.18026915	39.72135681	56.25972998	96.66347511	42.54591444	48.04204118
4932411E22Rik	0	0	0	0	0	0	0	0	0
4932411N23Rik	0	0	0	0	0	0	0	0	0
4932412D23Rik	0	0	0	0	1.781385755	0	0	0	0
4932413F04Rik	0	0.518957537	0	0	0	3.846636394	0	0	0
4932414J04Rik	0	0.937548245	0	0.504077386	1.683034173	0	2.024326062	0	0
4932414N04Rik	0	0	0	0	1.885540344	0	0	0	0
4932415M13Rik	0	0	0	0	0	0	0	0	0.485962317
4932416H05Rik	12.04788113	25.53234144	11.64478634	10.48288529	9.44462949	8.602353308	7.517545386	6.020732292	9.631203985
4932416K20Rik	0	0	0	0	0.482917848	0	0	0	0.418589026
4932418E24Rik	0	0	0	0	0	0	0	0	0
4932429P05Rik	0	0	0	0	0	0	0	0	0
4932435O22Rik	0	0	0	0	0	0	0	0	0
4932438A13Rik	2483.816698	3026.489909	3500.914461	5316.838344	6061.914295	8415.411383	6315.159652	4747.819004	4959.20738
4932438H23Rik	2037.903258	1614.282287	1312.040615	4877.810515	6993.66301	7162.111243	5521.847254	5571.768955	4969.677955
4932441J04Rik	0	0	0	0	0	0	4.267535866	0	0
4932443I19Rik	0	0	0	0	0	0	0	0	0
4932702P03Rik	0	0	2.0866107	0	0	0	0	0	0
4933400A11Rik	0	0	0	11.29010398	0	4.32355676	0	8.825920366	0
4933400B14Rik	0	0	0	0	0	0	0	0	0
4933400C23Rik	0	0	0	3.613538354	0	0	0	0	0
4933400F21Rik	1.841595155	1.192122062	0	17.51930655	3.32893688	12.27262719	0	3.865290124	5.770987555
4933400L20Rik	0	1.653130863	0	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0	0	0	0
4933401D09Rik	0	0	0	0	0	0	0	0	0
4933401H06Rik	34.06616916	71.97558877	86.04763869	32.93449044	60.47966237	172.1578471	82.6635816	47.9982588	54.01183306
4933402C06Rik	0	0	0	0	0	0	0	0	0
4933402D24Rik	3.029612804	5.720058725	0	1.757381409	0	3.028459462	6.175289655	0	0.847666615
4933402E13Rik	0	0	0	0	0	0	0	0	0
4933402J07Rik	0	0	0	12.06632162	0	0	0	0	0
4933402J10Rik	0	0	0	0	0	0	0	0	0
4933402J15Rik	0	0	0	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0	0	0	0
4933402N22Rik	54.01624634	27.19609148	9.095965417	1.392582019	7.749349584	0	4.194356099	2.799350709	0
4933402P03Rik	0	0	0	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	0	0	0	0
4933404O12Rik	2.010075598	19.51777073	13.41843103	14.38042631	11.24651198	3.572107349	3.511848784	10.93791642	25.12082433
4933405D12Rik	0	7.473529108	0	8.036358736	11.18005122	30.00593429	10.08538749	18.17390968	5.814463187
4933405E24Rik	1.230342295	17.25617822	1.33187917	0	1.588580821	0	0	0	0
4933405L10Rik	0	0	0	0	0	0	4.134649962	0	1.324290548
4933405O20Rik	0	0	0	0	0	0	0	0	0
4933406C10Rik	5.701163592	0.878700299	7.053331944	1.889750003	8.41276604	6.513135107	1.897263343	0.949687871	1.823028262
4933406D12Rik	0	0	0	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0	0	0	0
4933406I18Rik	21.65803143	15.93172749	7.459903539	109.6418684	62.28389158	65.60541346	63.06539863	45.91681104	62.80136701
4933406J08Rik	0.63003317	0	0	2.192772445	0	0	0	0	1.410234558
4933406J10Rik	63.46192993	74.29522541	30.69542035	32.89603901	38.35495339	75.58542884	42.46306499	33.06360015	64.9803155
4933406K04Rik	0	0	0	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	0	0	0	0	0
4933407E24Rik	0	0	0	0	0	0	0	0	0
4933407G14Rik	0	0	0	15.89441474	5.442966301	0	2.455016671	0	0
4933407I05Rik	11.69598008	0	21.70494547	0	6.472069854	0	42.81475053	7.793167301	0
4933407K13Rik	45.69905285	55.25452801	82.73510318	74.95523219	69.17855392	113.941601	75.25324205	103.8181002	109.7858831
4933407L21Rik	0	0	15.04977056	77.95547986	59.83469923	7.720637072	45.87972792	262.0757986	142.6265534
4933408B17Rik	42.2311607	7.897514248	0	17.63780004	4.362207962	1.500980755	4.590943537	2.626317177	15.12449696
4933408J17Rik	0	6.175008451	6.970334829	8.300058511	2.771257452	3.814218982	15.83281058	4.171168082	0.800700686
4933408N05Rik	0	8.163247977	0	0	0	0	0	0	0
4933409G03Rik	0	0	0	0	1.282491313	0	0	0	0
4933409K07Rik	0.146113707	0	0.079086041	0	0	0.194744111	0.08509286	0.085187602	0.163526787
4933411E08Rik	37.46478932	1.684175574	3.379721557	2.716515629	4.031117061	0	1.818210703	1.820235086	0
4933411G06Rik	0	0	0	0	10.09161137	0	0	0	0
4933411G11Rik	0	0	1.334347899	0	1.591525364	1.642871429	0	0	0
4933411K16Rik	0	0	0	8.810740198	0	0	0	0	5.312286138
4933411K20Rik	606.0424592	564.0688642	637.9132902	265.0665801	244.8883561	267.29006	333.2499227	269.5026465	209.3052483
4933412E12Rik	1305.023495	801.6675731	1162.624215	615.7435426	419.2361743	241.3478398	516.3718397	618.8799291	587.0151004
4933412E24Rik	2.276098153	0	0	0	3.918438946	0	0	0	0
4933412O06Rik	0	0	0	0	0	0	0	0	9.278288541
4933413G19Rik	0	0	1.318462805	0	4.717735901	1.623313436	0	2.840366837	0
4933413J09Rik	14.13640412	17.79348649	28.90574965	6.833396268	12.67534594	19.88810579	17.83746833	21.06248995	7.910553991
4933413L06Rik	0	0	0	0	3.725066959	0	0	0	0
4933415F23Rik	0	0	0	0	0	0	0	0	0
4933416C03Rik	0	0	0	0	0	0	1.374547932	0	0
4933416E03Rik	0	0	0	0	0	0	0	0	0
4933416I08Rik	0	0	0	0	0	0	0	0	0
4933416M06Rik	0	0	0	1.200763329	0	0	0	0	0
4933416M07Rik	335.1250053	376.6658671	252.9054535	570.496877	590.8715914	755.7122106	219.1183136	297.9245826	303.5761832
4933417A18Rik	0	0	0	0	1.6448811	0	0	0	1.425768751
4933417D19Rik	9.739625865	2.335097785	9.371921127	18.83215066	9.780952868	30.28952295	25.20936565	7.571230071	7.266896221
4933417E11Rik	0	0	0	0	0	0	0	0	0
4933417G07Rik	0	0	0	0	12.50862755	0	0	6.45511048	0
4933417O13Rik	0	0	0	0	2.250662999	0	0	0	0.975427638
4933421I07Rik	0	0	1.04862446	1.123802533	0	0	0	0	0
4933421O10Rik	109.1636381	128.9562301	124.1560465	178.344543	183.7686799	252.3160345	200.3790983	161.9318955	150.0101297
4933422A05Rik	5.884955845	0	8.494167452	10.24102352	8.864890173	14.37997123	0	0	3.293147292
4933422H20Rik	0	0	0	0	0	0	0	0	0
4933424G05Rik	109.7535834	4.933814059	23.92726654	18.56882431	6.888705487	10.15850012	5.326471699	30.21694553	3.412040289
4933424G06Rik	8.260869695	0	2.55503351	24.64388269	3.047481576	7.864499874	1.374547932	22.01725349	22.45301135
4933425B07Rik	0	0	0	0	0.891617792	0	1.608635015	0	0
4933425L06Rik	0	0.66523764	0	0	0	0.821816538	0	0	0
4933426M11Rik	92065.557	85639.52594	100189.1096	162894.6955	163711.7261	129994.9399	100323.6717	119414.7026	144668.2742
4933427D06Rik	0	0	0	0	0	0	0	0	0
4933427D14Rik	177.1491256	151.7064302	136.9302146	284.5895016	392.4476706	412.0653	173.7927383	209.0698825	223.3441077
4933427E11Rik	0	1.18197495	1.185964895	6.354945952	9.90180484	90.53114732	105.9115223	24.2718003	13.48725563
4933427E13Rik	0	0	0	0	0	0	1.037585746	0	0
4933427G17Rik	0	2.286114055	0.7646104	0.819426913	0.911978687	3.765604401	5.758793752	4.118003964	0
4933427I22Rik	0	0	0	0	0	0	0	0	0
4933428C19Rik	0	0	0	0	0	0	0	0	0
4933428G20Rik	0.933333348	3.020879134	3.031076596	43.31174392	15.66619388	23.63544362	8.69678888	6.529853865	8.356505689
4933429K18Rik	0	0	0	0	1.691877702	0	0	0	1.466505001
4933429O19Rik	0	0	0	0	0	0	0	0	0
4933430H16Rik	0.923611126	0	0	0	0	0	0	0	0
4933430I17Rik	1.491867662	3.219108444	6.45995012	0	2.889381718	11.93039779	1.73765061	0.869792649	0.834830385
4933430M04Rik	0	0	0	0	2.311246121	0	0	0	0
4933430N04Rik	0	0	0	0	0	0	0	0	0
4933431E20Rik	5.903458573	25.74200224	20.23707511	7.419549253	3.811183728	5.573366122	2.86501853	6.023237683	1.927042358
4933431G14Rik	0	0	32.0738922	103.1200091	63.75950005	8.775535999	72.85444273	130.5162623	88.4258956
4933432G23Rik	0	0	0	5.53039741	0	0	0	0	0
4933432I03Rik	8.774740948	58.15405874	28.4966909	53.8080042	16.18525794	75.18343282	21.90078491	11.69342351	23.8497114
4933432I09Rik	0	0	21.70494547	0	25.88827942	44.53915256	101.1985013	0	7.479912442
4933432K03Rik	0	0	0	2.584557583	0	0	0	0	4.986608295
4933433C11Rik	0	0	0	2.158015213	14.41053875	8.677348183	0	1.084503701	9.36819803
4933433F19Rik	0	0	0	0	0	0	0	0	0
4933433G08Rik	0	0	0	0	0	0	0	0	0
4933433G15Rik	3.460537782	18.66761824	27.47159621	44.16163829	23.8300901	38.43578213	24.18393699	18.83067138	16.78276972
4933433G19Rik	117.8322356	96.02181791	203.5477921	223.9576391	216.8824565	400.9783084	255.5091573	204.6349114	176.7684492
4933433H22Rik	2.23029629	0	0	0	6.719279528	0	0	0	0
4933434E20Rik	5761.903316	5383.255341	5382.849816	5360.614209	6071.330423	5706.815984	5931.613294	6088.298827	5392.220622
4933434I20Rik	0	0	0	0	0	0	0	0	0
4933436E23Rik	0	0	0	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	0	0	1.010512407	0	0
4933436I01Rik	0	0	0	0	0	0	0	0	0
4933438B17Rik	0	0	0	0	0	0	0	0	0
4933438K21Rik	0	0	0	0	0	0	0	0	0
4933439C10Rik	46.76611688	37.45922315	88.21127281	78.91644338	78.68087621	48.16492907	63.54922481	59.48881251	88.02545867
4933439K11Rik	2.826780066	0	0	4.919173891	3.649853067	32.02464465	0	0	0
4933440J02Rik	3.487762293	1.254298592	0	0	1.501097787	0	0	0	0
4933440M02Rik	77.10145049	0	0	44.7240834	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0	0	0	0
5031414D18Rik	21.57299166	43.84320056	10.31892353	32.59408869	6.477766382	0.668675319	1.753054152	4.095013976	7.299333643
5031425E22Rik	319.7014976	292.5067669	375.4915783	362.4126334	375.0173851	405.2188194	403.4028237	396.5424315	361.8943812
5031425F14Rik	24.38875344	29.82102568	22.88129337	17.91970456	2.099334802	20.58710707	3.787568507	15.16714223	19.10669566
5031426D15Rik	0	0	0	13.58212697	2.28168858	8.537965434	2.058283367	11.59073463	6.674899444
5031434C07Rik	0	0	0	3343.125234	0	6647.468519	0	0	1240.418813
5031434O11Rik	74.09470869	91.93065332	74.19383172	96.70492963	112.4108994	140.726353	101.4044978	159.8359076	118.1680318
5031439G07Rik	33.56717064	21.10172925	35.19289549	72.97882528	45.72978662	31.00038313	76.34750571	40.37362448	63.30277251
5033403H07Rik	0	0	0	0	0	0	0	0	0
5033404E19Rik	0	6.071583592	0	0	0	0	0	0	0
5033406O09Rik	6.153846251	20.74779625	4.163566753	0	0	7.176754136	2.687881178	2.690873845	2.582711236
5133400J02Rik	0	0	0	0	0	0	0	0	0
5330411J11Rik	0	2.618462753	0	0	0	0	0	7.546668092	1.810830384
5330413P13Rik	0	0	0	0.849893075	0	0	0	0	0
5330417C22Rik	0	1.294273231	2.597284516	8.814382642	28.39719565	15.45613045	11.64398316	12.12322538	6.265494908
5330426P16Rik	494.6281069	584.2446822	429.9452725	216.7824373	239.3750604	135.7573001	147.6567409	241.8114616	186.1653359
5330434G04Rik	0	0	0.834886276	0.894741013	0.995799286	0	0	0	0
5330439B14Rik	0	0	0	1.108463274	0	0	0	0	0
5430401F13Rik	0	0	0	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0	0	0	0
5430402O13Rik	258.0597055	42.83336086	279.3566863	23.02956533	256.306846	343.9486199	554.9070516	115.7343502	333.2468454
5430403N17Rik	0	0	0	0	0	0	0	0	0
5430405H02Rik	316.2237812	331.1348282	372.5256725	210.4064833	306.2239485	402.8768799	178.7440984	314.5060734	156.1366338
5430416N02Rik	707.4920239	1343.229564	1133.869588	1390.161685	1437.447404	1563.110808	1969.801842	2160.275935	1766.705134
5430416O09Rik	0	0.351179048	1.761822544	7.552525097	3.782501912	1.735348284	0	6.072796056	0
5430417L22Rik	353.6769589	319.3940004	250.51659	180.8418165	250.3156945	267.702825	258.3554444	198.5645812	234.5637677
5430419D17Rik	0	0	0	1.58092303	0	0	0	0	0
5430421F17Rik	0	0	0	0	0.748259637	0.772400118	0	0	0
5430421N21Rik	621.4741134	911.4217582	521.1657596	32.49305205	28.34400693	21.18715066	12.34354995	22.94925875	18.63805161
5430425K12Rik	0	0	0	0	0	0	1.236325235	0	1.187950978
5430427M07Rik	5.205479534	1.404028952	18.3139902	19.62695832	20.16347399	17.34499287	19.70499193	19.72693132	14.56460446
5430427O19Rik	427.9582857	374.5378113	417.0990604	54.71848743	20.15032961	18.95149652	27.06407817	31.13812322	33.37971878
5430428K19Rik	0	0	0	0	0	0	0	0	0
5430434I15Rik	0	0	0	0	0	0	0	0	0
5430435G22Rik	3.162901358	12.51216288	8.559817973	88.67706191	65.34148368	51.28975578	6.139974313	41.18363045	23.59893105
5430437J10Rik	0	47.99467064	0	88.66185144	30.92827892	42.56812316	0	21.28082735	15.31906596
5430440P10Rik	0	0	0	0	0	1.744742393	0	0	0
5530400C23Rik	0	0	0	0	0	0	0	0	0
5530401A14Rik	0	0	0	0	0	0	0	0	0
