	Hh_v_GF_CD11b-CD103-	Hh_v_GF_CD11b-CD103+	Hh_v_GF_CD11b+CD103-	Hh_v_GF_CD11b+CD103+	Hh_v_GF_Monocyte	Hh_v_GF_Macrophage
Nenf	 0.24797	 0.36375	-0.31017	0.054141	  1.1579	 0.49303
Acot2	0.051666	  0.2951	-0.16245	0.084787	   1.112	 0.21813
Cyb561d1	0.011411	 0.37415	-0.16452	 0.11665	  1.0873	 0.20985
Fto	-0.07359	 0.30872	0.071812	0.022895	  1.0039	 0.11787
Lrtm2	  -0.13284	   0.37778	0.00062685	  -0.15775	    1.0755	   0.21597
Mmp17	-0.012957	  0.26947	 -0.32237	 -0.10691	   1.0227	-0.049908
Bahd1	0.35877	 0.2157	0.20013	-0.2116	 1.0089	0.35108
Bloc1s1	  0.15915	 0.071097	 0.038798	-0.035449	    1.047	  0.51453
S100a8	 0.014588	  0.01534	0.0055973	0.0017511	   1.1984	   0.5072
Lrr1	 0.16204	0.011829	-0.19012	-0.11698	  1.1467	 0.27544
Pef1	 0.25541	0.066158	-0.15462	-0.12252	  1.0088	 0.31082
Ndufb2	  0.38534	 0.085052	  0.10757	-0.020519	   1.0012	  0.67754
Zfp783	  0.30516	-0.071134	  0.15076	 -0.14724	   1.2216	  0.75005
Ackr2	 0.012247	0.0043713	   0.4153	  0.12834	   1.2004	  0.44987
Slain1os	  0.10866	-0.051342	  0.27576	-0.054753	   1.0286	  0.46002
Efcab4a	-0.20801	 0.18137	 0.32728	 0.14014	  1.1358	  0.3311
Clic5	0.019429	 0.36389	 0.34372	-0.26408	   1.069	 0.27232
Creb3l3	-0.066373	  0.38229	  0.43308	0.0022276	   1.0465	  0.24394
Aimp1	 0.39719	0.058467	 0.13237	 0.17967	  1.1067	 0.25899
Tbc1d16	 0.32925	0.015359	 0.13853	 0.35519	  1.2182	 0.17105
Cuedc2	0.32656	 0.3132	0.22263	0.13295	 1.1527	0.13499
Pop5	 0.16963	 0.12031	 0.28072	-0.10995	  1.1942	0.048099
Rgs12	  0.21411	  0.13916	  0.22762	-0.019402	   1.1927	  0.17539
Strip1	0.079367	 0.13831	 0.12345	 0.11017	  1.0787	 0.19723
Camk4	0.33681	0.27815	0.39114	 0.3872	 1.0894	0.18332
Sap30bp	   0.15963	    0.2548	   0.40391	    0.2568	    1.0155	-0.0037888
Lrrc10b	0.0052782	   0.4991	  0.37163	   0.3633	   1.0505	-0.071578
Ccdc163	 0.19203	 0.48322	0.095896	 0.26282	  1.3211	 0.16071
Msrb3	  0.12628	  0.59964	  0.14368	  0.10125	    1.516	-0.028178
Khk	0.081228	 0.40723	 0.11036	 0.16646	  1.5802	 0.40802
Dxo	0.16906	0.41327	0.39559	0.43822	 1.3925	0.38089
Arhgef17	 0.34018	 0.25029	 0.37863	-0.10522	  1.5071	  0.1651
Gss	 0.28941	0.079288	 0.47735	 0.13785	  1.4781	 0.26355
Ksr2	  0.66088	 0.055443	  0.39979	0.0010149	   1.4193	  0.46251
Cyb561d2	0.063888	 -0.3024	 0.42571	 0.45094	  1.1099	 0.27544
Ppcs	0.058024	-0.31288	 0.50125	 0.51265	  1.0046	 0.47296
Uqcrc1	-0.098148	 -0.11957	  0.32576	  0.42953	   1.0266	  0.31695
Doc2b	0.0048119	 -0.51735	   0.2203	  0.63348	   1.0035	  0.38116
Gins3	0.057136	-0.18755	 0.31965	 0.29427	  1.4321	 0.37728
Nubpl	  0.16497	-0.038783	  0.29143	  0.49572	   1.2759	  0.26354
Mrpl45	0.050169	-0.16239	 0.20421	 0.13962	  1.1846	   0.224
Strada	0.16083	-0.2765	0.15744	0.21432	 1.1534	0.38026
Slc1a4	  0.26288	  -0.1436	0.0075182	 0.015646	   1.3903	  0.16795
Tspan2	  0.13811	 -0.28533	  0.27589	-0.013952	   1.4624	  0.11264
Atp2b2	 0.14211	0.059365	 0.24114	-0.28805	  1.2318	-0.16903
Erc1	  0.12785	 0.047453	   0.3212	-0.052069	   1.2934	 -0.23167
Slc16a9	  0.15526	  0.15349	0.0035768	 -0.22469	   1.2401	-0.049776
Dnaja4	 0.40182	 0.27687	 0.40929	-0.39915	  1.0498	-0.19521
Eml2	 0.39137	0.071215	 0.39281	-0.33241	  1.1455	-0.38668
Rhoc	 0.11175	 0.18904	0.071633	-0.63027	  1.1503	  0.1016
Ccdc94	0.027457	   0.563	 0.16878	-0.26521	  1.1261	-0.13643
Orc5	0.097929	 0.43688	 0.21569	-0.39959	  1.0994	-0.56732
Itih3	  0.43269	  0.71252	0.0063815	 -0.34127	    1.016	 -0.17764
Ccdc85a	 0.36741	0.078351	 0.35472	 0.44405	  1.0441	-0.47708
Gm17745	 0.58594	 0.27983	 0.51497	0.011245	  1.1945	-0.25746
Zbtb4	 0.34234	 0.31474	 0.36269	0.079893	  1.0338	-0.49906
Col13a1	  0.22995	  0.62045	0.0032243	  0.39375	    1.198	-0.079754
Egln3	 0.26602	 0.36889	0.029206	   0.413	  1.1924	-0.18789
Ift172	  0.32801	  0.46643	0.0051315	 0.021292	   1.0749	 -0.60704
Sema5b	0.11337	0.56857	0.11723	0.32661	 1.1039	-0.5837
Zp1	  0.17412	  0.58061	0.0097509	  0.22873	     1.09	  -0.3684
Bcas3os1	 0.63964	 0.52894	 0.10469	-0.13542	  1.2383	 0.29274
Gng4	  0.39249	  0.40667	-0.021202	 -0.38282	   1.5751	 0.021205
Prkd2	 0.52462	 0.30112	-0.18404	-0.22659	  1.5088	 0.13157
Zfp513	  0.25337	   0.4356	 -0.22206	 -0.19933	   1.2947	-0.077886
Prdm11	  0.78834	  0.17979	-0.062844	 -0.18332	   1.3792	-0.024696
Sept4	  0.40631	  0.44376	 -0.17747	-0.037527	   1.8714	  0.21858
Tgtp1	   0.41475	   0.25973	-0.0028056	  -0.23263	     1.967	   0.19509
Hrh1	 0.48048	 0.93762	-0.17751	 0.10475	  1.4419	 0.11442
Scn4a	0.56892	0.59489	0.01212	0.26333	  1.578	0.13562
Mipol1	 0.36699	  0.5033	-0.28533	 0.11713	    1.79	-0.15705
Papln	  0.53359	  0.29069	-0.064754	  0.38641	   1.6532	 -0.23014
Cpsf4l	0.075383	 0.69019	-0.56616	-0.06382	  1.8933	0.079469
Ppp1r13l	 -0.33451	  0.46295	 -0.44272	 0.085977	   1.6425	-0.074444
Ptpdc1	  -0.185	 0.51826	-0.56177	 0.30404	  1.4628	 0.14113
Spock1	  0.025613	   0.61039	  -0.37421	 0.0073513	    1.4829	-0.0033959
Doc2g	-0.12697	 0.45767	 0.22368	-0.23167	  2.0333	 -0.4748
Gm1720	 -0.18994	  0.25178	-0.096383	 -0.28375	   1.9266	 -0.24353
Enthd1	 -0.39383	   0.4818	 -0.21533	  -0.2482	   1.5975	-0.087636
Gpr4	-0.11519	 0.29414	0.050635	 -0.3971	  1.6702	 0.15282
Nrep	-0.51818	 0.65924	-0.78143	-0.49316	   1.669	 -0.2926
Sema4c	-0.10166	 0.70597	-0.69245	-0.63812	  1.7846	0.099568
Aanat	  0.9679	-0.61217	 0.25472	-0.37159	  1.6701	  0.1085
Casr	  0.81706	 -0.50895	  0.31296	-0.015771	   1.1621	  0.14362
Hagh	  0.67278	 -0.44113	  -0.1222	-0.040586	   1.2149	  0.18084
Lmln	 0.69237	-0.40922	 0.46641	-0.31066	  1.3224	 0.45646
Actn1	  0.44471	 -0.14422	 -0.22631	 -0.14012	   1.0566	-0.099608
Pcdhb22	  0.54268	  0.10071	-0.026665	-0.006405	   1.0578	 0.076272
Cox6a2	  0.94649	 0.041021	  0.35051	0.0039634	   1.0108	 0.010074
Gm10791	 0.79976	0.032606	 0.13768	0.083001	  1.0845	 0.19052
C2	 0.46992	-0.38292	-0.12883	 0.22388	  1.4894	-0.30483
Uros	  0.70206	 -0.41998	 -0.38998	  0.39022	   1.5419	-0.021364
Card6	   0.56644	-0.0048513	  -0.39869	    0.3603	    1.3935	  0.030175
Nutf2	    0.712	0.0016518	 -0.15874	  0.53236	   1.3356	  0.28175
Mex3b	  0.64814	 -0.38342	-0.010262	  0.45769	   1.4176	   0.3005
Gm15441	   1.0611	 -0.20579	-0.020573	  0.61124	   1.1171	 0.089325
Rwdd2b	 0.87833	-0.29015	0.043779	 0.46802	  1.1322	-0.24142
Mir6539	  1.0501	-0.01355	-0.12608	 0.34217	  1.7577	 0.29999
Acvr2b	 0.51474	-0.83278	 0.41454	-0.21594	  1.3292	-0.34119
Ccdc136	  0.38688	 -0.61706	  0.28834	 -0.20164	   1.0032	-0.076309
Tctex1d4	 0.43974	-0.92133	 0.34464	-0.10463	  1.1211	  0.1292
Car13	 0.27214	-0.84147	0.060251	-0.47736	  1.1028	-0.16111
Gm5483	  0.21257	 -0.58382	0.0086657	 -0.40366	   1.3357	  0.05002
Ap3s2	 0.51886	-0.63782	-0.13388	-0.11505	  1.0336	-0.30585
Gm2061	  0.23421	 -0.64393	0.0038608	0.0011091	   1.1251	 -0.56312
Snx15	 0.23107	-0.33631	-0.38208	0.056259	  1.0172	-0.40819
Erbb2	-0.049353	  -0.5361	  0.31996	0.0099662	   1.0134	 0.033356
Gm19434	  0.14564	 -0.52455	-0.051133	 -0.10017	   1.0382	 -0.13798
Rbp1	-0.19137	-0.56279	0.014079	-0.14467	  1.2482	 -0.2532
Lzts2	  0.43718	 -0.76786	  0.10301	  0.13766	   1.4035	-0.034355
Ttk	 0.24088	-0.51275	 0.08098	 0.19964	  1.2441	-0.20423
Pla2g6	 0.16098	-0.59262	 0.61743	 0.33494	  1.0388	-0.38546
Zdbf2	 0.60064	-0.34472	  0.4191	 0.20662	  1.0738	-0.60749
Rtn4rl1	0.043156	 -0.2859	 0.28252	 0.59875	  1.1946	-0.66014
Adck2	-0.0090075	   0.14666	  -0.12298	   0.99514	    1.2755	  0.033331
Babam1	  0.19818	 -0.20322	-0.052941	  0.74805	   1.4739	 0.086738
Nmnat2	 0.46888	-0.10869	-0.29541	 0.67316	  1.3188	0.063847
Unc119b	  0.2252	0.080403	-0.20566	 0.75748	  1.3183	 0.18725
Cd109	  0.37904	 -0.37466	-0.062587	  0.94787	   1.1339	  0.19128
Dsn1	-0.014325	0.0041129	 -0.44288	  0.83579	   1.0506	  0.38443
Mrpl41	 0.12567	-0.01261	-0.42441	 0.81173	  1.1867	  0.3866
Polr2j	-0.024763	   -0.141	 -0.37657	  0.77171	   1.1565	  0.16132
Zfp651	 0.11997	-0.34634	-0.73801	 0.81808	  1.0974	 0.18505
Dpp6	0.0094899	 0.046884	 -0.10857	  0.42954	   1.1004	  0.51056
Eci2	 0.024707	-0.038012	 0.089282	  0.67742	   1.0332	    0.452
Murc	0.059185	0.034507	0.051574	 0.54801	  1.1622	 0.30702
Dtx2	 0.20954	-0.16779	-0.11887	 0.73758	  1.0123	 0.41291
Grwd1	 0.26434	 0.17107	-0.18507	 0.50409	  1.1129	 0.30714
Ndufv3	 0.14268	 0.28534	-0.18512	 0.27847	  1.1694	 0.52859
Arntl2	-0.27169	 -0.3856	-0.17835	 0.51206	  1.0651	-0.16474
C2cd2l	 -0.24784	 -0.16881	 -0.32324	  0.62598	   1.0491	0.0046786
Rab3a	-0.0060496	  -0.63103	  -0.10696	    0.4806	     1.185	 -0.023615
Ankrd32	  0.15129	-0.044865	 -0.60314	  0.21801	   1.0122	 -0.41337
Gm3086	-0.057855	 0.062005	 -0.78793	   0.4331	   1.0405	 -0.33621
Nags	 0.32672	0.017123	-0.53322	 0.24357	  1.3562	-0.31408
Gramd1c	  0.10651	  0.13128	 -0.38945	  0.51614	   1.1836	-0.060794
Mcee	0.031625	0.092047	-0.37019	  0.6447	  1.2475	-0.03411
Hepacam2	 0.13423	0.057796	-0.36665	 0.32637	   1.056	-0.10422
Nrarp	-0.026826	 0.085599	 -0.38082	  0.53266	    1.282	 -0.42825
Syngr4	 0.20214	0.041852	-0.36879	 0.56592	  1.0854	-0.52479
Lysmd2	-0.08427	 0.29813	 -0.5042	 0.37737	  1.5213	-0.38138
Stab2	-0.070961	 0.011319	 -0.51182	  0.73757	   1.4973	 -0.16515
Comt	 0.15905	 0.44694	 -0.5441	 0.16163	  1.0881	-0.25944
Apol8	-0.10714	 0.41532	-0.14596	 0.39204	  1.1442	-0.40716
Wbp1	 -0.10622	  0.35302	-0.065293	  0.57821	   1.1948	  -0.2131
Slc2a10	 -0.41087	  0.26211	0.0060564	   0.4852	   1.2499	-0.074694
Zmym3	 -0.32272	  0.13689	-0.088032	  0.56569	   1.2049	 -0.25205
Intu	-0.18827	 0.42862	  0.1285	 0.74214	  1.0018	  -0.143
Vps25	 0.043215	  0.33539	  0.10306	   0.6148	   1.0179	-0.014225
Cdh3	-0.34172	 0.73188	-0.31962	 0.46186	  1.2643	-0.10381
Dab2ip	-0.21785	  0.6594	-0.13358	 0.57778	  1.5238	0.038544
Rnd1	 0.15773	 0.38827	-0.19593	 0.43136	  1.5541	0.016408
Tmco4	0.0084716	  0.39781	 -0.33955	  0.49085	   1.4021	-0.012244
Adck3	 0.74135	0.057445	-0.47939	 0.98702	   1.136	-0.13757
Ttll1	  0.7945	 0.30745	-0.52892	  1.1483	 0.92536	-0.11573
B3gnt6	 0.59177	 0.31963	-0.70154	 0.87477	  1.0731	0.051116
Nav3	 0.29028	 0.32839	-0.44945	 0.89958	  1.0749	-0.25817
Snrnp25	0.0013553	  0.49258	 -0.79899	  0.55869	   1.1383	 0.028945
Spata32	  0.26949	   0.6004	  -0.7947	  0.76448	   1.1177	-0.029974
Asic1	 0.36549	  -0.229	-0.96451	 0.91443	  1.1734	-0.39716
Ift43	0.032202	 0.18405	-0.90857	 0.83833	  1.0469	-0.53415
Npas1	 0.47424	 0.51109	-0.69897	 0.53431	  1.3936	-0.65937
Stac3	 0.66622	  0.8412	-0.79099	  0.6472	  1.4734	-0.51963
Bcl6b	-0.27197	 0.39893	  0.5365	 0.70213	  1.1494	0.010777
Vwa8	-0.39365	 0.19272	 0.49938	 0.79522	  1.1458	0.082886
Cd3d	-0.49869	  0.3372	  0.5511	 0.52479	  1.1831	 0.01593
Stau2	-0.49654	  0.1915	 0.78524	 0.58695	  1.3819	0.011044
Cobll1	 -0.44279	 0.071077	  0.50053	  0.39409	   1.2375	-0.057889
Zmynd19	 -0.21604	  0.13584	  0.24183	  0.37143	   1.1272	-0.038284
Snora17	-0.095535	  0.36907	  0.36941	  0.63132	    1.416	 -0.10339
Tusc5	   -0.213	  0.39256	  0.47895	  0.37764	   1.5154	-0.046856
Haus5	-0.36574	-0.10746	 0.74988	 0.68766	  1.2641	 0.36183
Sh3rf1	 -0.19587	-0.030021	  0.84107	  0.93302	   1.1006	  0.30309
Keap1	-0.16995	0.068546	 0.61629	 0.60207	   1.067	 0.23647
Olfml2a	-0.14037	0.055743	 0.76214	  0.4375	  1.0652	 0.33327
Ltc4s	-0.018848	-0.075621	  0.77936	  0.30468	   1.1344	  0.20189
Zc3h3	-0.16799	-0.10882	 0.86313	 0.54464	  1.2209	 0.10365
Hist1h3f	 -0.28301	 0.084259	  0.93623	  0.17224	   1.1995	-0.063189
Col18a1	-0.14376	0.024979	 0.58652	 0.47633	  1.0233	-0.30551
Hecw2	-0.044697	  0.18363	  0.56165	  0.16971	   1.0381	 -0.61013
Myo16	-0.029789	  0.27687	  0.76334	  0.30135	   1.0768	 -0.34486
Tspan12	-0.11215	 0.54501	 0.43928	 0.22533	   1.153	-0.67414
Ddx31	-0.42404	 0.11395	 0.72147	 0.31097	  1.1932	-0.44387
Tsfm	  -0.5255	-0.083125	  0.52102	   0.2456	   1.1225	 -0.47412
Fgf1	-0.25886	-0.18687	  0.6275	 0.20149	   1.215	-0.34311
Pced1b	-0.50489	-0.11984	 0.42696	-0.10124	   1.371	-0.45468
St3gal2	-0.39751	-0.43113	 0.46214	 0.31319	  1.0536	 -0.2174
Cntnap1	 -0.47942	-0.054423	  0.58369	   1.0884	     1.18	 -0.59268
Zer1	-0.46139	-0.22748	 0.52116	 0.88534	  1.3994	-0.39048
Rapgef3	-0.75458	-0.11072	 0.70557	 0.76676	  1.5977	-0.24469
Npnt	-0.57869	 -0.4335	 0.93174	 0.64811	  1.2976	-0.52106
Fam78a	  -0.579	0.032272	 0.92723	 0.89527	  1.5007	 0.21326
Mss51	-0.87572	-0.29079	 0.73078	 0.46217	  1.2568	 0.28616
Olfr558	-0.83886	-0.28309	 0.79022	  0.2937	  1.5592	0.028309
Cdh6	-0.41393	 0.12455	0.090592	 0.26968	  1.5307	-0.21307
Rgs3	 -0.3909	  0.1394	0.050971	0.096956	  1.9375	-0.16137
Kazn	-0.41834	 0.47487	0.086031	 0.36103	  1.8541	 -0.3001
Mum1	-0.45304	  0.1954	 0.19551	 0.63484	  1.5676	 0.13489
Pcdhb16	-0.48457	  0.3421	 0.20547	 0.78614	  1.6187	0.027379
Tesc	-0.037009	 0.061945	 0.025765	  0.65673	   1.7231	 0.058258
Mcm2	-0.59145	-0.40766	 0.28603	  0.5511	  1.3731	 -0.1099
Nes	 -0.30544	 -0.51733	 0.078848	   0.6645	   1.5585	-0.079566
Zfp235	   0.1088	 -0.54367	  0.14318	  0.55155	   1.7468	-0.026318
Pole	-0.36316	-0.30792	 0.47557	 0.42238	  1.8861	 0.18205
Zfp219	-0.29605	-0.34749	 0.56453	 0.72305	  1.9627	 0.19018
Plin4	-0.45146	-0.40128	 0.70719	0.087435	  1.8473	0.028063
Rcan2	 -0.33945	 -0.12205	  0.79291	-0.058849	   1.7857	 -0.16052
Rltpr	-0.20064	-0.61375	 0.73257	0.075412	  1.7291	-0.38941
Rps4l	0.0050991	 -0.38513	   0.7223	  0.25241	   1.4695	 -0.39331
Tmem204	  -0.38566	  -0.65406	    1.3292	   0.30009	    1.6355	-0.0063434
Crocc	 0.19462	0.022632	 0.52911	  1.0441	   1.382	 0.42943
Gm7120	0.26261	0.05865	0.66724	0.85642	 1.2835	0.27662
Gprc5c	0.048204	-0.10774	 0.49919	 0.54728	  1.2008	 0.67387
Rad1	 0.083151	-0.021957	  0.54463	  0.63921	   1.4614	   0.4751
Lat	  0.2212	-0.19087	 0.25769	 0.96176	  1.6906	 0.55975
Dcaf4	  0.24404	 -0.31501	  0.67713	   0.8236	   1.4855	-0.099524
Ift122	  0.31529	 -0.27725	  0.61392	   0.8931	   1.3867	-0.072746
Tmem138	 0.27493	-0.67518	 0.65528	  0.7177	  1.1558	0.063636
Spata24	 0.45818	-0.22107	 0.66777	 0.27061	  1.3047	 0.21839
Tmem200b	 0.49966	 -0.3204	 0.43228	 0.31257	   1.226	-0.14208
Hddc2	 0.40822	 0.11696	 0.17205	 0.57191	  1.3709	0.023813
Il12a	  0.35227	 0.081745	  0.22859	  0.58626	   1.1112	-0.021314
Upk3b	 0.23608	0.026516	 0.39446	 0.47397	  1.3216	-0.15804
Iqck	 0.46407	0.054228	 0.33108	 0.97013	  1.3742	-0.14055
Kif19a	 0.45165	 0.36286	 0.46335	 0.72909	  1.4482	-0.15674
Nadsyn1	    0.517	 0.049572	  0.71193	  0.67968	   1.5458	-0.044671
Aars2	-0.43443	  -0.429	0.088164	0.051991	  1.7686	 0.24233
Mpi	-0.50131	-0.58253	-0.28803	-0.06798	  1.6767	 0.25721
Tbc1d7	 -0.51989	 -0.51273	 -0.25164	-0.018583	   1.4187	  0.56497
Dpp3	-0.063054	 -0.37043	-0.019962	 -0.13373	   1.1943	  0.44794
Echs1	 -0.40758	 -0.36863	-0.081138	 -0.10025	   1.2248	  0.23887
Cbx7	 -0.3163	-0.64563	  0.2211	0.044162	  1.0858	 0.58327
Tradd	-0.30717	-0.37081	 0.27616	 0.40255	  1.2263	  0.5279
Tvp23a	-0.59615	-0.63041	 0.27954	 0.25171	  1.3926	  0.2584
Ckb	-0.17213	 0.17603	 0.19274	 0.45382	  1.1081	 0.66571
Crtc1	-0.042568	 0.082959	  0.17883	  0.41888	   1.1423	  0.79451
Ndufb7	-0.098322	-0.022125	-0.062759	  0.14768	   1.3623	  0.71267
Pfkm	-0.28587	  0.1027	0.057326	 0.16212	  1.4685	 0.76695
Pkmyt1	 -0.15761	 0.048138	-0.011206	   0.4545	   1.4236	   0.6822
Rasgrp3	-0.066593	-0.066823	  0.23454	  0.29551	   1.6194	  0.61462
Cks1b	-0.27451	-0.03957	-0.20408	-0.15654	  1.4489	 0.88084
Fam149a	 -0.40847	-0.028075	-0.075395	 0.044354	   1.5863	  0.62316
Lcmt2	 -0.39629	 0.046936	-0.091122	-0.046423	   1.4265	  0.58384
Btnl9	-0.71322	-0.24338	  0.5166	-0.16892	  1.2373	 0.46798
Gpr97	-0.47633	-0.25858	 0.70479	-0.23552	  1.6115	 0.52686
S100a1	-0.40449	 -0.2052	 0.60661	-0.29369	  1.3034	 0.87158
Smim12	-0.89981	 0.23915	 0.18468	 -0.1107	  1.5882	 0.62791
Gprc5b	 -0.24308	 -0.29668	-0.071567	    0.322	   1.8702	  0.83043
Trim45	-0.082667	 -0.35177	 -0.31583	  0.16743	   2.2051	  0.59745
Hyal2	 0.021342	  0.28531	-0.057939	  0.21957	   1.9704	  0.47009
Kit	  0.12264	-0.019676	  0.22674	  0.23264	   2.0939	  0.63101
Rpgr	 0.088508	-0.027622	  0.16913	  0.30962	   1.9155	  0.49518
Pik3c2b	0.019336	-0.04203	-0.30074	 0.49011	  2.2704	 0.32911
Pcgf1	   0.28004	  -0.36559	-0.0078313	   0.13123	    1.9837	   0.14496
Znhit2	-0.16631	-0.25508	-0.16849	-0.10916	  2.1717	0.050572
Hint2	  0.21649	-0.014065	 -0.21175	 -0.17379	   1.6949	  0.91775
Mir155	 0.40331	 0.31498	 0.20814	-0.17225	  1.9764	 0.73094
Rdm1	  0.16191	  0.23808	-0.076742	 -0.18897	   1.8651	  0.66803
Slain1	  0.25542	  0.35434	-0.022136	  0.40835	   1.7951	   1.1596
Trappc6a	0.18666	0.29809	0.20968	0.10211	 1.5926	0.90764
Cercam	-0.18571	 0.42622	-0.10835	 0.56421	  1.0367	  1.0551
Gm5617	0.00089122	   0.45119	  -0.29138	   0.76189	    1.2098	   0.89351
Chst11	0.42912	0.37891	0.19959	0.29736	 1.0141	 1.1124
Klhl26	 0.30192	 0.53217	0.061686	 0.31698	  1.1427	  1.0094
Rps10	0.45628	0.51775	0.36779	0.51702	 1.0749	0.87237
Mpnd	0.13099	0.38048	0.19086	0.46323	0.95452	 1.2617
Rnf26	-0.043718	  0.29302	  0.13317	  0.35891	    1.139	   1.1503
Pigyl	 0.085955	 0.064844	-0.083014	  0.41498	  0.79647	   1.1929
Mfsd2a	 0.38935	 0.32626	-0.25115	0.032761	  1.2509	  1.3358
Tnfrsf8	 0.49755	 0.11753	-0.36281	 0.38796	  1.0884	 0.88554
Hist2h2bb	 -0.21597	-0.080074	  0.33093	  0.65628	   1.1592	    1.234
Nxpe5	-0.31049	 0.13716	 0.57753	 0.22663	  1.0324	  1.3007
Hkdc1	-0.44738	 0.15948	 0.10709	  1.0537	 0.97113	 0.82568
Mapk1ip1	-0.053985	  0.32269	  0.37381	  0.72247	    1.119	  0.76395
Scarb1	-0.27062	  0.3526	  0.3773	 0.87304	  1.0563	  0.8963
Ddrgk1	0.29026	0.70753	0.16601	0.39279	 1.0168	0.36211
Ino80b	0.16459	0.47395	0.12826	0.53593	  1.019	0.43929
Lrrc32	 0.33924	 0.91813	0.069446	 0.56189	  1.1401	  0.2334
Htra1	0.037289	 0.59605	 0.49821	 0.69658	  1.0211	 0.20973
Sh3bgrl2	0.16272	0.66315	0.60898	0.63976	 1.0796	0.25623
Hoxa1	-0.51715	 0.62107	0.024132	 0.64498	  1.1643	 0.21111
Ndufa8	-0.17811	  0.5758	-0.12815	 0.47274	  1.1968	 0.39299
Tspan7	-0.34115	 0.80318	0.073632	  0.5359	  1.2133	 0.48991
Kcnab3	 -0.27999	  0.92883	-0.045249	  0.84852	   1.1097	  0.71214
